,R1,R2,R3,R4,R5
V90288,11,13,14,16,19
V90289,11,13,14,16,20
V90290,11,13,14,16,21
V90291,11,13,14,16,22
V90292,11,13,14,16,23
V90293,11,13,14,16,24
V90294,11,13,14,16,25
V90295,11,13,14,16,26
V90296,11,13,14,16,27
V90297,11,13,14,16,28
V90298,11,13,14,17,18
V90299,11,13,14,17,19
V90300,11,13,14,17,20
V90301,11,13,14,17,21
V90302,11,13,14,17,22
V90303,11,13,14,17,23
V90304,11,13,14,17,24
V90305,11,13,14,17,25
V90306,11,13,14,17,26
V90307,11,13,14,17,27
V90308,11,13,14,17,28
V90309,11,13,14,18,19
V90310,11,13,14,18,20
V90311,11,13,14,18,21
V90312,11,13,14,18,22
V90313,11,13,14,18,23
V90314,11,13,14,18,24
V90315,11,13,14,18,25
V90316,11,13,14,18,26
V90317,11,13,14,18,27
V90318,11,13,14,18,28
V90319,11,13,14,19,20
V90320,11,13,14,19,21
V90321,11,13,14,19,22
V90322,11,13,14,19,23
V90323,11,13,14,19,24
V90324,11,13,14,19,25
V90325,11,13,14,19,26
V90326,11,13,14,19,27
V90327,11,13,14,19,28
V90328,11,13,14,20,21
V90329,11,13,14,20,22
V90330,11,13,14,20,23
V90331,11,13,14,20,24
V90332,11,13,14,20,25
V90333,11,13,14,20,26
V90334,11,13,14,20,27
V90335,11,13,14,20,28
V90336,11,13,14,21,22
V90337,11,13,14,21,23
V90338,11,13,14,21,24
V90339,11,13,14,21,25
V90340,11,13,14,21,26
V90341,11,13,14,21,27
V90342,11,13,14,21,28
V90343,11,13,14,22,23
V90344,11,13,14,22,24
V90345,11,13,14,22,25
V90346,11,13,14,22,26
V90347,11,13,14,22,27
V90348,11,13,14,22,28
V90349,11,13,14,23,24
V90350,11,13,14,23,25
V90351,11,13,14,23,26
V90352,11,13,14,23,27
V90353,11,13,14,23,28
V90354,11,13,14,24,25
V90355,11,13,14,24,26
V90356,11,13,14,24,27
V90357,11,13,14,24,28
V90358,11,13,14,25,26
V90359,11,13,14,25,27
V90360,11,13,14,25,28
V90361,11,13,14,26,27
V90362,11,13,14,26,28
V90363,11,13,14,27,28
V90364,11,13,15,16,17
V90365,11,13,15,16,18
V90366,11,13,15,16,19
V90367,11,13,15,16,20
V90368,11,13,15,16,21
V90369,11,13,15,16,22
V90370,11,13,15,16,23
V90371,11,13,15,16,24
V90372,11,13,15,16,25
V90373,11,13,15,16,26
V90374,11,13,15,16,27
V90375,11,13,15,16,28
V90376,11,13,15,17,18
V90377,11,13,15,17,19
V90378,11,13,15,17,20
V90379,11,13,15,17,21
V90380,11,13,15,17,22
V90381,11,13,15,17,23
V90382,11,13,15,17,24
V90383,11,13,15,17,25
V90384,11,13,15,17,26
V90385,11,13,15,17,27
V90386,11,13,15,17,28
V90387,11,13,15,18,19
V90388,11,13,15,18,20
V90389,11,13,15,18,21
V90390,11,13,15,18,22
V90391,11,13,15,18,23
V90392,11,13,15,18,24
V90393,11,13,15,18,25
V90394,11,13,15,18,26
V90395,11,13,15,18,27
V90396,11,13,15,18,28
V90397,11,13,15,19,20
V90398,11,13,15,19,21
V90399,11,13,15,19,22
V90400,11,13,15,19,23
V90401,11,13,15,19,24
V90402,11,13,15,19,25
V90403,11,13,15,19,26
V90404,11,13,15,19,27
V90405,11,13,15,19,28
V90406,11,13,15,20,21
V90407,11,13,15,20,22
V90408,11,13,15,20,23
V90409,11,13,15,20,24
V90410,11,13,15,20,25
V90411,11,13,15,20,26
V90412,11,13,15,20,27
V90413,11,13,15,20,28
V90414,11,13,15,21,22
V90415,11,13,15,21,23
V90416,11,13,15,21,24
V90417,11,13,15,21,25
V90418,11,13,15,21,26
V90419,11,13,15,21,27
V90420,11,13,15,21,28
V90421,11,13,15,22,23
V90422,11,13,15,22,24
V90423,11,13,15,22,25
V90424,11,13,15,22,26
V90425,11,13,15,22,27
V90426,11,13,15,22,28
V90427,11,13,15,23,24
V90428,11,13,15,23,25
V90429,11,13,15,23,26
V90430,11,13,15,23,27
V90431,11,13,15,23,28
V90432,11,13,15,24,25
V90433,11,13,15,24,26
V90434,11,13,15,24,27
V90435,11,13,15,24,28
V90436,11,13,15,25,26
V90437,11,13,15,25,27
V90438,11,13,15,25,28
V90439,11,13,15,26,27
V90440,11,13,15,26,28
V90441,11,13,15,27,28
V90442,11,13,16,17,18
V90443,11,13,16,17,19
V90444,11,13,16,17,20
V90445,11,13,16,17,21
V90446,11,13,16,17,22
V90447,11,13,16,17,23
V90448,11,13,16,17,24
V90449,11,13,16,17,25
V90450,11,13,16,17,26
V90451,11,13,16,17,27
V90452,11,13,16,17,28
V90453,11,13,16,18,19
V90454,11,13,16,18,20
V90455,11,13,16,18,21
V90456,11,13,16,18,22
V90457,11,13,16,18,23
V90458,11,13,16,18,24
V90459,11,13,16,18,25
V90460,11,13,16,18,26
V90461,11,13,16,18,27
V90462,11,13,16,18,28
V90463,11,13,16,19,20
V90464,11,13,16,19,21
V90465,11,13,16,19,22
V90466,11,13,16,19,23
V90467,11,13,16,19,24
V90468,11,13,16,19,25
V90469,11,13,16,19,26
V90470,11,13,16,19,27
V90471,11,13,16,19,28
V90472,11,13,16,20,21
V90473,11,13,16,20,22
V90474,11,13,16,20,23
V90475,11,13,16,20,24
V90476,11,13,16,20,25
V90477,11,13,16,20,26
V90478,11,13,16,20,27
V90479,11,13,16,20,28
V90480,11,13,16,21,22
V90481,11,13,16,21,23
V90482,11,13,16,21,24
V90483,11,13,16,21,25
V90484,11,13,16,21,26
V90485,11,13,16,21,27
V90486,11,13,16,21,28
V90487,11,13,16,22,23
V90488,11,13,16,22,24
V90489,11,13,16,22,25
V90490,11,13,16,22,26
V90491,11,13,16,22,27
V90492,11,13,16,22,28
V90493,11,13,16,23,24
V90494,11,13,16,23,25
V90495,11,13,16,23,26
V90496,11,13,16,23,27
V90497,11,13,16,23,28
V90498,11,13,16,24,25
V90499,11,13,16,24,26
V90500,11,13,16,24,27
V90501,11,13,16,24,28
V90502,11,13,16,25,26
V90503,11,13,16,25,27
V90504,11,13,16,25,28
V90505,11,13,16,26,27
V90506,11,13,16,26,28
V90507,11,13,16,27,28
V90508,11,13,17,18,19
V90509,11,13,17,18,20
V90510,11,13,17,18,21
V90511,11,13,17,18,22
V90512,11,13,17,18,23
V90513,11,13,17,18,24
V90514,11,13,17,18,25
V90515,11,13,17,18,26
V90516,11,13,17,18,27
V90517,11,13,17,18,28
V90518,11,13,17,19,20
V90519,11,13,17,19,21
V90520,11,13,17,19,22
V90521,11,13,17,19,23
V90522,11,13,17,19,24
V90523,11,13,17,19,25
V90524,11,13,17,19,26
V90525,11,13,17,19,27
V90526,11,13,17,19,28
V90527,11,13,17,20,21
V90528,11,13,17,20,22
V90529,11,13,17,20,23
V90530,11,13,17,20,24
V90531,11,13,17,20,25
V90532,11,13,17,20,26
V90533,11,13,17,20,27
V90534,11,13,17,20,28
V90535,11,13,17,21,22
V90536,11,13,17,21,23
V90537,11,13,17,21,24
V90538,11,13,17,21,25
V90539,11,13,17,21,26
V90540,11,13,17,21,27
V90541,11,13,17,21,28
V90542,11,13,17,22,23
V90543,11,13,17,22,24
V90544,11,13,17,22,25
V90545,11,13,17,22,26
V90546,11,13,17,22,27
V90547,11,13,17,22,28
V90548,11,13,17,23,24
V90549,11,13,17,23,25
V90550,11,13,17,23,26
V90551,11,13,17,23,27
V90552,11,13,17,23,28
V90553,11,13,17,24,25
V90554,11,13,17,24,26
V90555,11,13,17,24,27
V90556,11,13,17,24,28
V90557,11,13,17,25,26
V90558,11,13,17,25,27
V90559,11,13,17,25,28
V90560,11,13,17,26,27
V90561,11,13,17,26,28
V90562,11,13,17,27,28
V90563,11,13,18,19,20
V90564,11,13,18,19,21
V90565,11,13,18,19,22
V90566,11,13,18,19,23
V90567,11,13,18,19,24
V90568,11,13,18,19,25
V90569,11,13,18,19,26
V90570,11,13,18,19,27
V90571,11,13,18,19,28
V90572,11,13,18,20,21
V90573,11,13,18,20,22
V90574,11,13,18,20,23
V90575,11,13,18,20,24
V90576,11,13,18,20,25
V90577,11,13,18,20,26
V90578,11,13,18,20,27
V90579,11,13,18,20,28
V90580,11,13,18,21,22
V90581,11,13,18,21,23
V90582,11,13,18,21,24
V90583,11,13,18,21,25
V90584,11,13,18,21,26
V90585,11,13,18,21,27
V90586,11,13,18,21,28
V90587,11,13,18,22,23
V90588,11,13,18,22,24
V90589,11,13,18,22,25
V90590,11,13,18,22,26
V90591,11,13,18,22,27
V90592,11,13,18,22,28
V90593,11,13,18,23,24
V90594,11,13,18,23,25
V90595,11,13,18,23,26
V90596,11,13,18,23,27
V90597,11,13,18,23,28
V90598,11,13,18,24,25
V90599,11,13,18,24,26
V90600,11,13,18,24,27
V90601,11,13,18,24,28
V90602,11,13,18,25,26
V90603,11,13,18,25,27
V90604,11,13,18,25,28
V90605,11,13,18,26,27
V90606,11,13,18,26,28
V90607,11,13,18,27,28
V90608,11,13,19,20,21
V90609,11,13,19,20,22
V90610,11,13,19,20,23
V90611,11,13,19,20,24
V90612,11,13,19,20,25
V90613,11,13,19,20,26
V90614,11,13,19,20,27
V90615,11,13,19,20,28
V90616,11,13,19,21,22
V90617,11,13,19,21,23
V90618,11,13,19,21,24
V90619,11,13,19,21,25
V90620,11,13,19,21,26
V90621,11,13,19,21,27
V90622,11,13,19,21,28
V90623,11,13,19,22,23
V90624,11,13,19,22,24
V90625,11,13,19,22,25
V90626,11,13,19,22,26
V90627,11,13,19,22,27
V90628,11,13,19,22,28
V90629,11,13,19,23,24
V90630,11,13,19,23,25
V90631,11,13,19,23,26
V90632,11,13,19,23,27
V90633,11,13,19,23,28
V90634,11,13,19,24,25
V90635,11,13,19,24,26
V90636,11,13,19,24,27
V90637,11,13,19,24,28
V90638,11,13,19,25,26
V90639,11,13,19,25,27
V90640,11,13,19,25,28
V90641,11,13,19,26,27
V90642,11,13,19,26,28
V90643,11,13,19,27,28
V90644,11,13,20,21,22
V90645,11,13,20,21,23
V90646,11,13,20,21,24
V90647,11,13,20,21,25
V90648,11,13,20,21,26
V90649,11,13,20,21,27
V90650,11,13,20,21,28
V90651,11,13,20,22,23
V90652,11,13,20,22,24
V90653,11,13,20,22,25
V90654,11,13,20,22,26
V90655,11,13,20,22,27
V90656,11,13,20,22,28
V90657,11,13,20,23,24
V90658,11,13,20,23,25
V90659,11,13,20,23,26
V90660,11,13,20,23,27
V90661,11,13,20,23,28
V90662,11,13,20,24,25
V90663,11,13,20,24,26
V90664,11,13,20,24,27
V90665,11,13,20,24,28
V90666,11,13,20,25,26
V90667,11,13,20,25,27
V90668,11,13,20,25,28
V90669,11,13,20,26,27
V90670,11,13,20,26,28
V90671,11,13,20,27,28
V90672,11,13,21,22,23
V90673,11,13,21,22,24
V90674,11,13,21,22,25
V90675,11,13,21,22,26
V90676,11,13,21,22,27
V90677,11,13,21,22,28
V90678,11,13,21,23,24
V90679,11,13,21,23,25
V90680,11,13,21,23,26
V90681,11,13,21,23,27
V90682,11,13,21,23,28
V90683,11,13,21,24,25
V90684,11,13,21,24,26
V90685,11,13,21,24,27
V90686,11,13,21,24,28
V90687,11,13,21,25,26
V90688,11,13,21,25,27
V90689,11,13,21,25,28
V90690,11,13,21,26,27
V90691,11,13,21,26,28
V90692,11,13,21,27,28
V90693,11,13,22,23,24
V90694,11,13,22,23,25
V90695,11,13,22,23,26
V90696,11,13,22,23,27
V90697,11,13,22,23,28
V90698,11,13,22,24,25
V90699,11,13,22,24,26
V90700,11,13,22,24,27
V90701,11,13,22,24,28
V90702,11,13,22,25,26
V90703,11,13,22,25,27
V90704,11,13,22,25,28
V90705,11,13,22,26,27
V90706,11,13,22,26,28
V90707,11,13,22,27,28
V90708,11,13,23,24,25
V90709,11,13,23,24,26
V90710,11,13,23,24,27
V90711,11,13,23,24,28
V90712,11,13,23,25,26
V90713,11,13,23,25,27
V90714,11,13,23,25,28
V90715,11,13,23,26,27
V90716,11,13,23,26,28
V90717,11,13,23,27,28
V90718,11,13,24,25,26
V90719,11,13,24,25,27
V90720,11,13,24,25,28
V90721,11,13,24,26,27
V90722,11,13,24,26,28
V90723,11,13,24,27,28
V90724,11,13,25,26,27
V90725,11,13,25,26,28
V90726,11,13,25,27,28
V90727,11,13,26,27,28
V90728,11,14,15,16,17
V90729,11,14,15,16,18
V90730,11,14,15,16,19
V90731,11,14,15,16,20
V90732,11,14,15,16,21
V90733,11,14,15,16,22
V90734,11,14,15,16,23
V90735,11,14,15,16,24
V90736,11,14,15,16,25
V90737,11,14,15,16,26
V90738,11,14,15,16,27
V90739,11,14,15,16,28
V90740,11,14,15,17,18
V90741,11,14,15,17,19
V90742,11,14,15,17,20
V90743,11,14,15,17,21
V90744,11,14,15,17,22
V90745,11,14,15,17,23
V90746,11,14,15,17,24
V90747,11,14,15,17,25
V90748,11,14,15,17,26
V90749,11,14,15,17,27
V90750,11,14,15,17,28
V90751,11,14,15,18,19
V90752,11,14,15,18,20
V90753,11,14,15,18,21
V90754,11,14,15,18,22
V90755,11,14,15,18,23
V90756,11,14,15,18,24
V90757,11,14,15,18,25
V90758,11,14,15,18,26
V90759,11,14,15,18,27
V90760,11,14,15,18,28
V90761,11,14,15,19,20
V90762,11,14,15,19,21
V90763,11,14,15,19,22
V90764,11,14,15,19,23
V90765,11,14,15,19,24
V90766,11,14,15,19,25
V90767,11,14,15,19,26
V90768,11,14,15,19,27
V90769,11,14,15,19,28
V90770,11,14,15,20,21
V90771,11,14,15,20,22
V90772,11,14,15,20,23
V90773,11,14,15,20,24
V90774,11,14,15,20,25
V90775,11,14,15,20,26
V90776,11,14,15,20,27
V90777,11,14,15,20,28
V90778,11,14,15,21,22
V90779,11,14,15,21,23
V90780,11,14,15,21,24
V90781,11,14,15,21,25
V90782,11,14,15,21,26
V90783,11,14,15,21,27
V90784,11,14,15,21,28
V90785,11,14,15,22,23
V90786,11,14,15,22,24
V90787,11,14,15,22,25
V90788,11,14,15,22,26
V90789,11,14,15,22,27
V90790,11,14,15,22,28
V90791,11,14,15,23,24
V90792,11,14,15,23,25
V90793,11,14,15,23,26
V90794,11,14,15,23,27
V90795,11,14,15,23,28
V90796,11,14,15,24,25
V90797,11,14,15,24,26
V90798,11,14,15,24,27
V90799,11,14,15,24,28
V90800,11,14,15,25,26
V90801,11,14,15,25,27
V90802,11,14,15,25,28
V90803,11,14,15,26,27
V90804,11,14,15,26,28
V90805,11,14,15,27,28
V90806,11,14,16,17,18
V90807,11,14,16,17,19
V90808,11,14,16,17,20
V90809,11,14,16,17,21
V90810,11,14,16,17,22
V90811,11,14,16,17,23
V90812,11,14,16,17,24
V90813,11,14,16,17,25
V90814,11,14,16,17,26
V90815,11,14,16,17,27
V90816,11,14,16,17,28
V90817,11,14,16,18,19
V90818,11,14,16,18,20
V90819,11,14,16,18,21
V90820,11,14,16,18,22
V90821,11,14,16,18,23
V90822,11,14,16,18,24
V90823,11,14,16,18,25
V90824,11,14,16,18,26
V90825,11,14,16,18,27
V90826,11,14,16,18,28
V90827,11,14,16,19,20
V90828,11,14,16,19,21
V90829,11,14,16,19,22
V90830,11,14,16,19,23
V90831,11,14,16,19,24
V90832,11,14,16,19,25
V90833,11,14,16,19,26
V90834,11,14,16,19,27
V90835,11,14,16,19,28
V90836,11,14,16,20,21
V90837,11,14,16,20,22
V90838,11,14,16,20,23
V90839,11,14,16,20,24
V90840,11,14,16,20,25
V90841,11,14,16,20,26
V90842,11,14,16,20,27
V90843,11,14,16,20,28
V90844,11,14,16,21,22
V90845,11,14,16,21,23
V90846,11,14,16,21,24
V90847,11,14,16,21,25
V90848,11,14,16,21,26
V90849,11,14,16,21,27
V90850,11,14,16,21,28
V90851,11,14,16,22,23
V90852,11,14,16,22,24
V90853,11,14,16,22,25
V90854,11,14,16,22,26
V90855,11,14,16,22,27
V90856,11,14,16,22,28
V90857,11,14,16,23,24
V90858,11,14,16,23,25
V90859,11,14,16,23,26
V90860,11,14,16,23,27
V90861,11,14,16,23,28
V90862,11,14,16,24,25
V90863,11,14,16,24,26
V90864,11,14,16,24,27
V90865,11,14,16,24,28
V90866,11,14,16,25,26
V90867,11,14,16,25,27
V90868,11,14,16,25,28
V90869,11,14,16,26,27
V90870,11,14,16,26,28
V90871,11,14,16,27,28
V90872,11,14,17,18,19
V90873,11,14,17,18,20
V90874,11,14,17,18,21
V90875,11,14,17,18,22
V90876,11,14,17,18,23
V90877,11,14,17,18,24
V90878,11,14,17,18,25
V90879,11,14,17,18,26
V90880,11,14,17,18,27
V90881,11,14,17,18,28
V90882,11,14,17,19,20
V90883,11,14,17,19,21
V90884,11,14,17,19,22
V90885,11,14,17,19,23
V90886,11,14,17,19,24
V90887,11,14,17,19,25
V90888,11,14,17,19,26
V90889,11,14,17,19,27
V90890,11,14,17,19,28
V90891,11,14,17,20,21
V90892,11,14,17,20,22
V90893,11,14,17,20,23
V90894,11,14,17,20,24
V90895,11,14,17,20,25
V90896,11,14,17,20,26
V90897,11,14,17,20,27
V90898,11,14,17,20,28
V90899,11,14,17,21,22
V90900,11,14,17,21,23
V90901,11,14,17,21,24
V90902,11,14,17,21,25
V90903,11,14,17,21,26
V90904,11,14,17,21,27
V90905,11,14,17,21,28
V90906,11,14,17,22,23
V90907,11,14,17,22,24
V90908,11,14,17,22,25
V90909,11,14,17,22,26
V90910,11,14,17,22,27
V90911,11,14,17,22,28
V90912,11,14,17,23,24
V90913,11,14,17,23,25
V90914,11,14,17,23,26
V90915,11,14,17,23,27
V90916,11,14,17,23,28
V90917,11,14,17,24,25
V90918,11,14,17,24,26
V90919,11,14,17,24,27
V90920,11,14,17,24,28
V90921,11,14,17,25,26
V90922,11,14,17,25,27
V90923,11,14,17,25,28
V90924,11,14,17,26,27
V90925,11,14,17,26,28
V90926,11,14,17,27,28
V90927,11,14,18,19,20
V90928,11,14,18,19,21
V90929,11,14,18,19,22
V90930,11,14,18,19,23
V90931,11,14,18,19,24
V90932,11,14,18,19,25
V90933,11,14,18,19,26
V90934,11,14,18,19,27
V90935,11,14,18,19,28
V90936,11,14,18,20,21
V90937,11,14,18,20,22
V90938,11,14,18,20,23
V90939,11,14,18,20,24
V90940,11,14,18,20,25
V90941,11,14,18,20,26
V90942,11,14,18,20,27
V90943,11,14,18,20,28
V90944,11,14,18,21,22
V90945,11,14,18,21,23
V90946,11,14,18,21,24
V90947,11,14,18,21,25
V90948,11,14,18,21,26
V90949,11,14,18,21,27
V90950,11,14,18,21,28
V90951,11,14,18,22,23
V90952,11,14,18,22,24
V90953,11,14,18,22,25
V90954,11,14,18,22,26
V90955,11,14,18,22,27
V90956,11,14,18,22,28
V90957,11,14,18,23,24
V90958,11,14,18,23,25
V90959,11,14,18,23,26
V90960,11,14,18,23,27
V90961,11,14,18,23,28
V90962,11,14,18,24,25
V90963,11,14,18,24,26
V90964,11,14,18,24,27
V90965,11,14,18,24,28
V90966,11,14,18,25,26
V90967,11,14,18,25,27
V90968,11,14,18,25,28
V90969,11,14,18,26,27
V90970,11,14,18,26,28
V90971,11,14,18,27,28
V90972,11,14,19,20,21
V90973,11,14,19,20,22
V90974,11,14,19,20,23
V90975,11,14,19,20,24
V90976,11,14,19,20,25
V90977,11,14,19,20,26
V90978,11,14,19,20,27
V90979,11,14,19,20,28
V90980,11,14,19,21,22
V90981,11,14,19,21,23
V90982,11,14,19,21,24
V90983,11,14,19,21,25
V90984,11,14,19,21,26
V90985,11,14,19,21,27
V90986,11,14,19,21,28
V90987,11,14,19,22,23
V90988,11,14,19,22,24
V90989,11,14,19,22,25
V90990,11,14,19,22,26
V90991,11,14,19,22,27
V90992,11,14,19,22,28
V90993,11,14,19,23,24
V90994,11,14,19,23,25
V90995,11,14,19,23,26
V90996,11,14,19,23,27
V90997,11,14,19,23,28
V90998,11,14,19,24,25
V90999,11,14,19,24,26
V91000,11,14,19,24,27
V91001,11,14,19,24,28
V91002,11,14,19,25,26
V91003,11,14,19,25,27
V91004,11,14,19,25,28
V91005,11,14,19,26,27
V91006,11,14,19,26,28
V91007,11,14,19,27,28
V91008,11,14,20,21,22
V91009,11,14,20,21,23
V91010,11,14,20,21,24
V91011,11,14,20,21,25
V91012,11,14,20,21,26
V91013,11,14,20,21,27
V91014,11,14,20,21,28
V91015,11,14,20,22,23
V91016,11,14,20,22,24
V91017,11,14,20,22,25
V91018,11,14,20,22,26
V91019,11,14,20,22,27
V91020,11,14,20,22,28
V91021,11,14,20,23,24
V91022,11,14,20,23,25
V91023,11,14,20,23,26
V91024,11,14,20,23,27
V91025,11,14,20,23,28
V91026,11,14,20,24,25
V91027,11,14,20,24,26
V91028,11,14,20,24,27
V91029,11,14,20,24,28
V91030,11,14,20,25,26
V91031,11,14,20,25,27
V91032,11,14,20,25,28
V91033,11,14,20,26,27
V91034,11,14,20,26,28
V91035,11,14,20,27,28
V91036,11,14,21,22,23
V91037,11,14,21,22,24
V91038,11,14,21,22,25
V91039,11,14,21,22,26
V91040,11,14,21,22,27
V91041,11,14,21,22,28
V91042,11,14,21,23,24
V91043,11,14,21,23,25
V91044,11,14,21,23,26
V91045,11,14,21,23,27
V91046,11,14,21,23,28
V91047,11,14,21,24,25
V91048,11,14,21,24,26
V91049,11,14,21,24,27
V91050,11,14,21,24,28
V91051,11,14,21,25,26
V91052,11,14,21,25,27
V91053,11,14,21,25,28
V91054,11,14,21,26,27
V91055,11,14,21,26,28
V91056,11,14,21,27,28
V91057,11,14,22,23,24
V91058,11,14,22,23,25
V91059,11,14,22,23,26
V91060,11,14,22,23,27
V91061,11,14,22,23,28
V91062,11,14,22,24,25
V91063,11,14,22,24,26
V91064,11,14,22,24,27
V91065,11,14,22,24,28
V91066,11,14,22,25,26
V91067,11,14,22,25,27
V91068,11,14,22,25,28
V91069,11,14,22,26,27
V91070,11,14,22,26,28
V91071,11,14,22,27,28
V91072,11,14,23,24,25
V91073,11,14,23,24,26
V91074,11,14,23,24,27
V91075,11,14,23,24,28
V91076,11,14,23,25,26
V91077,11,14,23,25,27
V91078,11,14,23,25,28
V91079,11,14,23,26,27
V91080,11,14,23,26,28
V91081,11,14,23,27,28
V91082,11,14,24,25,26
V91083,11,14,24,25,27
V91084,11,14,24,25,28
V91085,11,14,24,26,27
V91086,11,14,24,26,28
V91087,11,14,24,27,28
V91088,11,14,25,26,27
V91089,11,14,25,26,28
V91090,11,14,25,27,28
V91091,11,14,26,27,28
V91092,11,15,16,17,18
V91093,11,15,16,17,19
V91094,11,15,16,17,20
V91095,11,15,16,17,21
V91096,11,15,16,17,22
V91097,11,15,16,17,23
V91098,11,15,16,17,24
V91099,11,15,16,17,25
V91100,11,15,16,17,26
V91101,11,15,16,17,27
V91102,11,15,16,17,28
V91103,11,15,16,18,19
V91104,11,15,16,18,20
V91105,11,15,16,18,21
V91106,11,15,16,18,22
V91107,11,15,16,18,23
V91108,11,15,16,18,24
V91109,11,15,16,18,25
V91110,11,15,16,18,26
V91111,11,15,16,18,27
V91112,11,15,16,18,28
V91113,11,15,16,19,20
V91114,11,15,16,19,21
V91115,11,15,16,19,22
V91116,11,15,16,19,23
V91117,11,15,16,19,24
V91118,11,15,16,19,25
V91119,11,15,16,19,26
V91120,11,15,16,19,27
V91121,11,15,16,19,28
V91122,11,15,16,20,21
V91123,11,15,16,20,22
V91124,11,15,16,20,23
V91125,11,15,16,20,24
V91126,11,15,16,20,25
V91127,11,15,16,20,26
V91128,11,15,16,20,27
V91129,11,15,16,20,28
V91130,11,15,16,21,22
V91131,11,15,16,21,23
V91132,11,15,16,21,24
V91133,11,15,16,21,25
V91134,11,15,16,21,26
V91135,11,15,16,21,27
V91136,11,15,16,21,28
V91137,11,15,16,22,23
V91138,11,15,16,22,24
V91139,11,15,16,22,25
V91140,11,15,16,22,26
V91141,11,15,16,22,27
V91142,11,15,16,22,28
V91143,11,15,16,23,24
V91144,11,15,16,23,25
V91145,11,15,16,23,26
V91146,11,15,16,23,27
V91147,11,15,16,23,28
V91148,11,15,16,24,25
V91149,11,15,16,24,26
V91150,11,15,16,24,27
V91151,11,15,16,24,28
V91152,11,15,16,25,26
V91153,11,15,16,25,27
V91154,11,15,16,25,28
V91155,11,15,16,26,27
V91156,11,15,16,26,28
V91157,11,15,16,27,28
V91158,11,15,17,18,19
V91159,11,15,17,18,20
V91160,11,15,17,18,21
V91161,11,15,17,18,22
V91162,11,15,17,18,23
V91163,11,15,17,18,24
V91164,11,15,17,18,25
V91165,11,15,17,18,26
V91166,11,15,17,18,27
V91167,11,15,17,18,28
V91168,11,15,17,19,20
V91169,11,15,17,19,21
V91170,11,15,17,19,22
V91171,11,15,17,19,23
V91172,11,15,17,19,24
V91173,11,15,17,19,25
V91174,11,15,17,19,26
V91175,11,15,17,19,27
V91176,11,15,17,19,28
V91177,11,15,17,20,21
V91178,11,15,17,20,22
V91179,11,15,17,20,23
V91180,11,15,17,20,24
V91181,11,15,17,20,25
V91182,11,15,17,20,26
V91183,11,15,17,20,27
V91184,11,15,17,20,28
V91185,11,15,17,21,22
V91186,11,15,17,21,23
V91187,11,15,17,21,24
V91188,11,15,17,21,25
V91189,11,15,17,21,26
V91190,11,15,17,21,27
V91191,11,15,17,21,28
V91192,11,15,17,22,23
V91193,11,15,17,22,24
V91194,11,15,17,22,25
V91195,11,15,17,22,26
V91196,11,15,17,22,27
V91197,11,15,17,22,28
V91198,11,15,17,23,24
V91199,11,15,17,23,25
V91200,11,15,17,23,26
V91201,11,15,17,23,27
V91202,11,15,17,23,28
V91203,11,15,17,24,25
V91204,11,15,17,24,26
V91205,11,15,17,24,27
V91206,11,15,17,24,28
V91207,11,15,17,25,26
V91208,11,15,17,25,27
V91209,11,15,17,25,28
V91210,11,15,17,26,27
V91211,11,15,17,26,28
V91212,11,15,17,27,28
V91213,11,15,18,19,20
V91214,11,15,18,19,21
V91215,11,15,18,19,22
V91216,11,15,18,19,23
V91217,11,15,18,19,24
V91218,11,15,18,19,25
V91219,11,15,18,19,26
V91220,11,15,18,19,27
V91221,11,15,18,19,28
V91222,11,15,18,20,21
V91223,11,15,18,20,22
V91224,11,15,18,20,23
V91225,11,15,18,20,24
V91226,11,15,18,20,25
V91227,11,15,18,20,26
V91228,11,15,18,20,27
V91229,11,15,18,20,28
V91230,11,15,18,21,22
V91231,11,15,18,21,23
V91232,11,15,18,21,24
V91233,11,15,18,21,25
V91234,11,15,18,21,26
V91235,11,15,18,21,27
V91236,11,15,18,21,28
V91237,11,15,18,22,23
V91238,11,15,18,22,24
V91239,11,15,18,22,25
V91240,11,15,18,22,26
V91241,11,15,18,22,27
V91242,11,15,18,22,28
V91243,11,15,18,23,24
V91244,11,15,18,23,25
V91245,11,15,18,23,26
V91246,11,15,18,23,27
